1398275, 3, 4
2253996, 2, 4
469407, 2, 4
1738684, 2, 4
1277110, 3, 4
2068247, 3, 4
1067031, 3, 4
1783968, 5, 5
813970, 4, 4
2115996, 4, 5
1114390, 4, 5
2431563, 4, 4
2163283, 3, 5
2303867, 2, 2
342192, 4, 4
722424, 3, 2
2623259, 2, 5
800061, 3, 3
1149588, 4, 4
2192605, 3, 4
1827209, 5, 4
1013676, 4, 4
2565754, 4, 4
1330808, 4, 3
2121758, 4, 5
1755561, 4, 4
2371952, 3, 4
326558, 1, 5
1688654, 4, 5
2371882, 4, 5
619672, 3, 4
2282073, 4, 3
729723, 3, 3
518550, 2, 5
1694060, 5, 5
1897522, 3, 4
248977, 3, 3
839183, 4, 4
1302573, 4, 4
1812829, 3, 4
909744, 4, 4
436682, 4, 5
2551326, 3, 4
5507, 1, 5
1397288, 3, 4
2205576, 3, 4
2272293, 4, 4
958163, 5, 5
1461923, 4, 3
1782410, 4, 3
1536705, 5, 5
2529516, 2, 3
2360593, 4, 3
2550403, 4, 3
1103874, 2, 2
1008034, 1, 3
401108, 4, 5
1816784, 5, 4
521932, 3, 5
1302723, 4, 3
160304, 3, 4
22133, 1, 4
164837, 2, 3
1133794, 2, 4
1712791, 3, 3
841655, 3, 3
2142919, 4, 3
870065, 4, 3
573959, 4, 4
2007451, 3, 5
1428730, 4, 3
1001972, 4, 4
2598476, 4, 3
597540, 3, 3
834131, 3, 4
2404947, 4, 5
342527, 3, 5
7949, 3, 4
430284, 2, 3
2280304, 1, 3
1510266, 5, 5
587906, 3, 4
2037947, 3, 4
401488, 3, 5
730076, 4, 4
569625, 3, 4
1619308, 3, 4
1867401, 3, 4
2464285, 4, 4
2155185, 5, 5
503108, 3, 4
2397254, 3, 3
2571017, 3, 5
1452298, 3, 4
1600374, 4, 4
653102, 3, 4
365152, 3, 4
344877, 3, 3
1999428, 2, 2
2344319, 3, 5
2057880, 4, 4
1696428, 3, 5
1198161, 3, 2
2216616, 3, 3
2611665, 4, 3
1442214, 2, 3
1850833, 4, 4
1772220, 4, 3
708706, 3, 5
2513065, 4, 4
544832, 2, 5
1814310, 4, 4
1562632, 4, 5
1404329, 3, 5
2191884, 1, 5
950798, 1, 4
155641, 3, 5
2376302, 4, 5
885009, 4, 5
2266186, 4, 4
1770786, 1, 4
2046340, 4, 4
658669, 3, 4
854614, 4, 4
1870928, 3, 4
857959, 5, 5
1751250, 4, 4
1008196, 3, 3
24867, 4, 3
1880596, 3, 3
372048, 2, 3
116838, 4, 4
743325, 3, 4
711541, 3, 3
2038357, 4, 5
25267, 4, 5
1450684, 4, 3
1955446, 3, 4
1557646, 2, 4
2625453, 3, 5
2364772, 4, 4
847852, 4, 4
1474733, 5, 5
2089352, 3, 5
1256045, 4, 4
1769327, 3, 4
2539096, 5, 5
1792016, 3, 5
593862, 3, 5
1037142, 4, 3
266777, 4, 3
12631, 5, 5
1952474, 4, 3
225177, 2, 1
191999, 4, 4
2068497, 3, 5
805179, 2, 3
1671934, 3, 4
2330045, 3, 4
1481869, 4, 1
2327721, 3, 3
2289851, 2, 5
486960, 5, 5
1147823, 4, 4
1306378, 4, 4
1443949, 2, 4
1870517, 1, 4
1929589, 4, 4
309446, 1, 4
1127006, 3, 4
1750816, 4, 4
59228, 3, 3
2374223, 4, 4
488251, 4, 4
1744314, 2, 5
2484869, 2, 3
248839, 3, 4
1849390, 4, 4
1266506, 3, 4
2582676, 4, 2
572737, 3, 5
2420029, 4, 4
1545024, 4, 3
1153750, 4, 4
1859639, 2, 4
2606398, 3, 4
803287, 4, 2
520961, 4, 4
53327, 4, 4
285365, 5, 4
1419370, 3, 4
1440013, 1, 3
2383930, 3, 5
1504391, 3, 2
2504063, 2, 3
824880, 4, 4
834568, 2, 5
2156085, 2, 4
642143, 4, 2
878802, 5, 5
1413148, 3, 2
775113, 3, 5
173300, 4, 3
188991, 4, 4
302769, 1, 4
1145542, 4, 5
2551106, 2, 5
754230, 4, 4
1146375, 4, 4
1981863, 4, 5
950274, 3, 4
1684955, 2, 4
1265377, 3, 4
114150, 2, 2
1305920, 4, 3
1575921, 3, 3
8372, 3, 4
2514407, 4, 3
640444, 2, 4
854450, 1, 4
24361, 4, 5
172499, 4, 5
1807514, 2, 4
99698, 4, 5
1388075, 2, 4
2061519, 1, 3
1714428, 3, 4
1828203, 3, 3
1712455, 4, 4
1709133, 3, 4
1422882, 4, 3
1334788, 1, 1
242209, 3, 4
2190310, 1, 2
1894791, 4, 3
901002, 4, 4
713175, 2, 5
2300396, 3, 4
717688, 3, 4
544924, 2, 3
305800, 3, 5
2124708, 4, 5
1289766, 4, 4
1179608, 2, 5
1697276, 4, 3
2287624, 4, 4
960241, 3, 4
2606196, 5, 3
2539283, 3, 4
1214424, 2, 2
716324, 4, 4
1613747, 4, 2
536615, 4, 4
967756, 3, 2
863929, 3, 4
62880, 4, 3
1590880, 4, 4
1149212, 4, 4
441188, 3, 4
1116818, 3, 5
2557747, 5, 4
1944684, 2, 4
1767421, 4, 4
2475622, 3, 3
2560726, 5, 5
139081, 3, 3
1173870, 3, 4
2105033, 3, 4
2273679, 4, 5
211815, 3, 4
73678, 3, 5
199984, 5, 5
856587, 3, 4
665030, 4, 5
7921, 4, 5
240742, 4, 4
2434527, 1, 3
176377, 3, 4
1322449, 2, 4
2293692, 4, 4
1383897, 4, 4
1022684, 2, 1
2485434, 2, 3
2453812, 2, 4
2603059, 3, 3
2514559, 5, 4
2382710, 4, 3
942387, 3, 5
1666800, 3, 3
991984, 3, 5
1704005, 5, 5
1765842, 4, 3
1116219, 4, 3
938022, 1, 4
2604977, 3, 4
1552111, 3, 5
929279, 4, 5
1548970, 2, 4
328307, 3, 4
529251, 5, 5
2601391, 3, 5
1981783, 5, 4
2279885, 3, 2
523144, 3, 4
2608144, 2, 4
1561306, 4, 4
1047269, 2, 3
2265525, 4, 4
220330, 3, 4
2560121, 3, 3
1353339, 3, 4
1172213, 3, 3
2293620, 4, 5
2060343, 2, 3
55296, 2, 2
2492720, 3, 4
618013, 4, 4
1215876, 3, 3
2429635, 3, 4
2280919, 3, 4
173128, 3, 5
1241805, 4, 3
2430251, 3, 3
449538, 5, 5
2594385, 3, 2
2109769, 1, 4
2553495, 4, 5
1257744, 4, 4
1770658, 4, 4
17745, 3, 5
656736, 4, 4
2394727, 4, 5
924840, 4, 3
282088, 3, 4
2242903, 3, 5
2418297, 3, 3
853342, 4, 5
888662, 2, 3
1365071, 5, 4
2525015, 4, 4
968740, 2, 4
1710941, 4, 4
2191240, 4, 4
530745, 5, 5
1438232, 3, 3
1552750, 3, 4
465297, 4, 4
288850, 3, 5
2498225, 1, 3
1544193, 4, 3
2486918, 2, 4
1238167, 3, 4
1396993, 5, 4
796093, 3, 4
765090, 4, 5
2173593, 4, 3
60442, 5, 4
1411217, 3, 3
2612999, 4, 4
1716045, 3, 3
2075855, 4, 4
54492, 5, 3
1363706, 3, 4
2008149, 3, 4
661135, 4, 3
286131, 4, 5
2540916, 4, 4
2300232, 5, 4
1772801, 3, 3
667957, 4, 3
783190, 4, 4
1813394, 4, 3
555214, 4, 2
2256962, 2, 3
1652160, 3, 5
2318684, 2, 3
351266, 3, 3
2246159, 3, 3
778161, 3, 2
2031953, 3, 3
195685, 4, 5
1299265, 3, 5
2185036, 2, 3
296643, 3, 3
2104092, 4, 4
397157, 4, 3
662879, 4, 5
3589, 3, 3
1421339, 2, 3
541806, 4, 4
645237, 4, 4
334933, 4, 4
2362938, 2, 3
119196, 4, 4
2233434, 2, 4
1237067, 3, 5
919940, 5, 5
814780, 3, 4
1267215, 3, 4
424184, 3, 5
1466181, 4, 3
1885787, 2, 3
815238, 3, 3
862790, 4, 3
1089865, 4, 5
731277, 4, 3
466985, 3, 4
2182973, 3, 5
1008801, 4, 4
1765357, 3, 4
2646797, 3, 4
2139777, 2, 2
1453864, 3, 3
805273, 4, 4
1463145, 3, 2
1497241, 2, 4
2175560, 4, 4
547108, 4, 3
2470712, 2, 4
2147746, 5, 5
565862, 4, 4
1197396, 2, 4
1718022, 4, 4
1397377, 3, 4
241607, 3, 3
26252, 3, 4
1898151, 1, 4
1253877, 1, 3
1329117, 3, 4
2530071, 3, 3
794068, 2, 4
884752, 4, 4
158718, 3, 4
261976, 3, 4
1600207, 4, 5
720110, 4, 4
495230, 4, 4
767318, 2, 3
504019, 3, 4
329936, 4, 3
2080830, 3, 4
2521067, 2, 5
1514611, 3, 3
2041139, 3, 4
2395490, 5, 2
2436452, 3, 3
255378, 1, 5
161223, 3, 4
640838, 1, 4
235896, 2, 4
1282304, 2, 3
1122156, 4, 5
778179, 3, 4
1584072, 4, 5
2234920, 3, 4
844247, 3, 3
630242, 2, 3
1022750, 4, 4
2289975, 2, 4
1125797, 4, 3
2087631, 4, 3
1952614, 3, 1
630788, 3, 2
54150, 4, 4
526565, 3, 4
1385190, 3, 3
1345011, 3, 4
2367803, 4, 4
2240832, 1, 4
50081, 2, 4
2277737, 4, 3
8723, 2, 5
2139273, 3, 4
2568582, 4, 4
1552451, 5, 4
2213528, 4, 4
1984727, 4, 5
833397, 4, 5
1093658, 4, 4
1076615, 4, 3
739563, 5, 3
481496, 3, 5
2130956, 4, 3
2142917, 3, 3
879123, 4, 4
2223706, 5, 5
372066, 3, 5
1104580, 3, 5
2462550, 4, 4
1309983, 4, 4
1435835, 3, 4
2068042, 3, 2
2167000, 3, 3
732178, 3, 4
1770701, 4, 5
1258532, 4, 5
292898, 3, 5
602857, 4, 4
658158, 4, 4
59186, 5, 5
858162, 5, 5
1264210, 3, 4
1996817, 2, 3
2227295, 4, 4
1703643, 4, 4
1522795, 1, 4
2424579, 2, 3
1126869, 3, 5
2047094, 3, 4
1500743, 5, 5
1661866, 4, 5
202925, 3, 4
201232, 3, 4
2135072, 3, 4
9545, 4, 4
940708, 4, 4
951688, 4, 5
2203213, 3, 3
1301830, 2, 3
1552965, 4, 4
276251, 3, 4
2314286, 3, 4
46908, 3, 1
1645255, 2, 1
242652, 2, 1
2212135, 3, 5
924822, 3, 4
2455472, 5, 5
1091864, 3, 3
2107940, 3, 4
1177233, 2, 5
1354851, 4, 3
135966, 2, 4
425020, 4, 4
1687343, 3, 2
2191307, 3, 3
150751, 5, 5
1459751, 3, 3
1426169, 4, 5
2478113, 2, 3
1548945, 3, 4
911619, 5, 5
1246480, 3, 5
1638596, 4, 4
464812, 2, 5
315420, 3, 4
102433, 4, 4
1497802, 3, 5
2390898, 2, 3
2597274, 4, 4
2221199, 2, 3
171888, 3, 3
2514083, 4, 4
476615, 3, 5
2408530, 4, 4
1390755, 5, 4
2132378, 4, 4
1919916, 2, 4
1503347, 3, 4
796838, 3, 4
2377703, 5, 4
91515, 4, 4
1179351, 4, 4
1736611, 3, 4
2291413, 4, 4
2470742, 5, 5
18960, 3, 4
2098808, 3, 3
2146076, 3, 3
170859, 3, 2
1931131, 4, 4
2195361, 3, 5
31151, 3, 3
1481622, 3, 3
1485560, 4, 4
388135, 2, 4
577027, 4, 3
2449439, 3, 4
2304665, 4, 5
2129363, 4, 5
1595959, 2, 4
2559130, 4, 4
1175411, 4, 4
2075151, 3, 5
2493673, 3, 4
588260, 4, 4
890593, 3, 3
652688, 3, 4
1516023, 3, 3
1592008, 2, 2
1246787, 2, 5
2209556, 1, 3
2530948, 3, 3
621173, 3, 3
1456186, 3, 4
1780922, 5, 5
2242165, 3, 4
1734782, 4, 3
207359, 3, 4
2170667, 4, 4
1915674, 3, 4
942013, 3, 3
2070443, 5, 5
556920, 3, 5
2133992, 3, 4
2114593, 4, 4
2578903, 4, 3
1813990, 5, 5
2176981, 4, 4
2450473, 2, 1
324098, 1, 2
1463269, 4, 3
165189, 4, 4
191421, 4, 4
2436038, 3, 3
490589, 3, 4
946813, 2, 4
2026596, 2, 5
2159817, 2, 4
1974827, 3, 4
109392, 3, 4
672685, 4, 4
448301, 2, 4
1168173, 2, 3
2483600, 3, 4
2487611, 2, 4
1833206, 3, 5
2535303, 3, 4
482904, 4, 5
1322598, 3, 3
181353, 3, 3
1729844, 3, 4
1619318, 3, 5
645259, 4, 3
1773883, 3, 5
2542021, 4, 3
1600739, 3, 4
462308, 3, 4
1599957, 3, 4
195886, 3, 4
260260, 2, 4
2487708, 3, 5
941280, 2, 1
1254635, 2, 4
862092, 4, 4
1189449, 4, 4
153351, 4, 4
1607698, 5, 4
594523, 3, 4
2460337, 3, 5
2306005, 4, 3
990222, 2, 4
792880, 3, 1
1781038, 2, 3
438200, 3, 3
1107137, 3, 5
1651185, 2, 2
2398148, 3, 3
1925457, 3, 3
881960, 3, 3
1194942, 2, 4
715810, 3, 4
2441504, 2, 4
574532, 3, 3
2414958, 3, 3
408282, 2, 4
1384045, 1, 1
1798539, 4, 4
247304, 2, 3
925355, 5, 5
462490, 4, 3
874411, 4, 3
1393830, 2, 5
1310155, 4, 4
815014, 3, 4
955132, 4, 4
1661621, 3, 4
2374051, 3, 3
1805660, 2, 5
263948, 4, 3
1811777, 4, 5
2285360, 4, 4
824915, 3, 3
952746, 3, 4
841014, 4, 3
465514, 3, 5
215255, 4, 4
1652121, 4, 3
2167920, 3, 3
1891986, 2, 4
1289499, 3, 5
2505057, 4, 5
2435544, 1, 4
1143214, 3, 3
584264, 3, 4
1131635, 4, 1
872188, 3, 4
1261761, 4, 2
2512833, 4, 3
827245, 4, 3
274893, 3, 5
1706979, 3, 3
784378, 4, 4
1987327, 4, 3
1155076, 2, 1
631747, 4, 3
711178, 4, 4
1561427, 3, 4
1847752, 2, 4
2073494, 2, 4
1503300, 3, 4
428743, 2, 2
233891, 5, 5
1621546, 4, 3
591772, 3, 5
2383510, 3, 5
1552934, 4, 3
977108, 3, 3
1471051, 3, 4
730628, 4, 3
577103, 3, 4
1256512, 4, 5
2196456, 2, 3
1723251, 3, 4
323611, 4, 3
999009, 4, 4
33154, 2, 3
1167163, 3, 4
524514, 3, 4
488903, 4, 4
1363515, 3, 3
2423356, 4, 4
2024982, 3, 4
1673037, 4, 3
1508441, 4, 5
2061707, 3, 4
73526, 3, 5
536260, 3, 4
1791991, 4, 4
1462806, 3, 3
1951066, 2, 4
366939, 4, 4
2359820, 2, 2
442485, 3, 4
1112969, 3, 5
2559843, 2, 3
2602696, 2, 5
2037043, 4, 5
1992360, 1, 4
359105, 3, 4
1578617, 3, 3
1752712, 3, 4
2494022, 3, 3
851939, 3, 3
110472, 2, 4
2644187, 4, 5
252601, 4, 5
1604994, 5, 3
1615667, 3, 4
2618891, 5, 5
2100960, 3, 4
188057, 2, 3
165586, 3, 4
2469295, 3, 5
271461, 4, 3
2352275, 4, 4
994153, 1, 2
2241997, 3, 3
1589788, 4, 3
1594766, 2, 4
946568, 5, 5
1471194, 3, 4
1862666, 4, 3
1762659, 3, 3
1759887, 4, 3
1493430, 1, 3
1266917, 4, 5
2279651, 4, 4
515259, 2, 4
2213540, 4, 3
2110575, 3, 4
485460, 3, 4
1880385, 3, 5
837578, 4, 4
1248094, 4, 4
32607, 3, 3
80689, 2, 4
873684, 3, 4
2574258, 4, 4
1369574, 2, 3
221232, 2, 5
1087141, 3, 3
742664, 2, 3
127694, 3, 4
2001097, 2, 2
1412204, 5, 5
1826705, 3, 3
977965, 3, 4
2016011, 4, 5
873823, 2, 4
234854, 3, 1
2200438, 3, 3
1939218, 3, 4
1880010, 3, 4
2224759, 4, 3
1219192, 4, 4
687581, 3, 4
805480, 3, 4
1172497, 4, 5
1920204, 2, 3
679555, 3, 3
667673, 3, 3
1650316, 4, 4
154675, 3, 2
348470, 3, 4
2391096, 5, 5
599642, 4, 5
432129, 2, 3
720687, 4, 4
175745, 3, 2
43991, 3, 5
1779117, 3, 4
1862427, 4, 4
664979, 3, 4
1983069, 3, 3
1224029, 5, 4
1665423, 5, 4
343055, 5, 5
2365671, 4, 4
2510178, 3, 4
516946, 3, 3
2217283, 4, 5
1374317, 4, 3
325503, 5, 5
1914782, 5, 4
2383662, 2, 1
520517, 3, 3
2449260, 3, 4
2127271, 3, 3
2073276, 4, 4
100879, 3, 5
1141251, 4, 5
1909551, 3, 4
1840149, 3, 4
1422758, 3, 3
2543151, 3, 4
2506215, 3, 5
636396, 4, 4
2194264, 3, 4
1888070, 4, 5
2539109, 3, 3
2085401, 3, 4
301028, 2, 4
2454575, 3, 3
146307, 3, 3
476742, 5, 4
1213127, 3, 5
1524915, 4, 5
1148741, 3, 3
1373846, 3, 4
1201312, 2, 2
2261710, 4, 5
672461, 3, 2
2446548, 3, 3
961995, 4, 5
700064, 4, 5
265043, 4, 2
2621524, 2, 4
1661541, 2, 4
152305, 2, 3
716514, 2, 3
1361192, 4, 4
1600623, 4, 5
1375003, 4, 5
1446604, 2, 2
352373, 3, 4
2527137, 2, 1
1127008, 4, 4
2200332, 3, 2
1001454, 3, 3
923864, 3, 4
1896653, 3, 3
747077, 3, 3
55272, 3, 4
2410943, 5, 4
1820406, 4, 4
2367203, 3, 2
1454518, 4, 5
1852891, 4, 4
1253144, 4, 4
2056724, 2, 2
1241878, 2, 4
1453064, 4, 3
1749437, 1, 2
875288, 5, 4
1059013, 3, 5
2131774, 2, 3
1297737, 3, 3
1982976, 4, 5
426436, 3, 4
1911493, 3, 5
2362408, 3, 4
1532422, 4, 3
691774, 2, 3
1448459, 2, 4
1641304, 3, 5
1325572, 2, 4
2076776, 3, 4
2047705, 5, 5
1129771, 4, 3
1064587, 4, 4
57861, 3, 4
1205309, 5, 4
527492, 4, 4
1912807, 3, 2
357738, 3, 3
2439370, 4, 5
2286677, 2, 4
1159471, 3, 3
2556621, 2, 3
1465445, 3, 5
694706, 3, 4
113140, 4, 3
328508, 4, 2
981954, 4, 4
589028, 2, 3
2346564, 4, 3
198251, 3, 4
2323142, 4, 4
843260, 4, 5
916043, 2, 4
1289622, 3, 3
1267525, 3, 3
1774041, 3, 4
443308, 3, 4
1608226, 3, 3
634430, 2, 3
256141, 4, 3
1896497, 3, 4
834865, 4, 3
1621899, 3, 4
1850255, 4, 4
1523658, 3, 4
961851, 3, 5
650335, 4, 4
1799922, 4, 5
2384684, 4, 4
353070, 3, 3
1745369, 3, 5
1048152, 4, 4
2504707, 3, 3
2287578, 2, 4
767695, 2, 4
296557, 3, 5
1316227, 4, 4
54490, 4, 3
1456576, 3, 5
699997, 3, 5
2581485, 3, 3
2222236, 3, 4
1735514, 4, 3
1912370, 2, 5
1742222, 3, 3
891141, 2, 4
1690110, 5, 5
2369333, 4, 4
155337, 3, 3
42096, 3, 3
616819, 3, 5
228820, 4, 4
336524, 3, 3
1129284, 4, 3
315524, 4, 3
1770828, 1, 3
1996778, 4, 2
999027, 3, 3
1244451, 3, 4
548487, 1, 4
1141996, 2, 1
1904505, 4, 4
876477, 4, 3
2449144, 5, 5
2517942, 3, 3
309851, 4, 4
632927, 3, 3
1354114, 2, 3
1049266, 4, 4
1916857, 4, 5
115589, 4, 3
482662, 3, 5
1992916, 3, 3
1128308, 4, 3
1446813, 1, 3
444548, 4, 5
176130, 3, 4
1767870, 4, 4
219957, 2, 4
1463040, 5, 5
2010432, 4, 3
1347915, 4, 4
2632437, 3, 4
2449603, 2, 3
541467, 2, 5
2128068, 3, 4
386951, 3, 5
1888243, 4, 4
1184975, 4, 4
1947136, 3, 3
815569, 3, 3
282867, 3, 5
118061, 3, 4
350021, 3, 5
2201656, 3, 4
1077082, 4, 3
1649958, 3, 4
2358810, 4, 5
2617727, 4, 5
2207798, 3, 5
1844642, 3, 4
2622365, 4, 5
1497884, 2, 5
687021, 3, 5
2503826, 3, 4
245701, 1, 5
277149, 4, 5
2458082, 3, 4
390043, 5, 3
1121446, 2, 4
532605, 4, 3
1013344, 3, 5
2144819, 3, 3
240683, 3, 4
1552791, 5, 3
41935, 1, 2
1543847, 4, 4
1248054, 3, 3
703583, 3, 4
1004161, 3, 4
548376, 3, 4
568932, 5, 4
2500094, 4, 4
2130593, 4, 4
1056078, 3, 4
252761, 3, 3
1115784, 3, 5
1742593, 3, 3
266830, 3, 3
1127936, 3, 5
25755, 4, 4
2380010, 2, 4
2200010, 4, 4
1198379, 3, 3
1044151, 5, 4
2387901, 5, 3
1494887, 3, 4
1416750, 5, 4
1187856, 4, 3
893701, 3, 4
2383986, 3, 4
33639, 5, 5
2385490, 5, 2
1715727, 3, 2
101018, 3, 4
1258900, 3, 4
2434253, 3, 4
721809, 4, 3
384027, 1, 5
1017192, 4, 4
2336741, 2, 5
1083531, 2, 3
2250546, 3, 4
2426498, 5, 4
439871, 3, 4
1845247, 4, 4
1222903, 4, 3
1266775, 3, 2
1676914, 3, 3
440111, 5, 2
1331824, 3, 3
2171605, 3, 2
38071, 2, 3
2134062, 3, 4
69501, 2, 5
532583, 5, 4
2067716, 4, 3
1138349, 5, 4
900271, 3, 4
2496657, 2, 3
694320, 5, 5
1646008, 3, 5
1216876, 4, 4
525993, 4, 4
1624131, 3, 4
34473, 4, 2
1217979, 5, 5
124567, 3, 4
387698, 3, 4
1521864, 3, 3
844410, 3, 4
939320, 3, 3
125273, 1, 1
807642, 3, 5
1374023, 4, 3
1918397, 2, 4
2040728, 4, 5
2412302, 3, 4
1116876, 5, 4
269231, 3, 3
1993868, 3, 3
1831265, 2, 4
2022639, 1, 4
2554860, 4, 4
2591081, 5, 5
2242973, 4, 4
987384, 3, 5
1133966, 3, 2
953486, 2, 3
1808630, 5, 3
721443, 3, 2
1034723, 4, 4
1897824, 4, 5
1274580, 2, 5
156401, 4, 4
45018, 5, 4
1746701, 4, 5
497037, 4, 5
2017074, 3, 1
809286, 4, 3
737838, 1, 4
341806, 2, 4
1008014, 3, 2
1446370, 3, 2
1140196, 3, 3
583773, 3, 3
466669, 5, 5
2298339, 2, 3
1119951, 4, 4
425786, 4, 3
367521, 2, 4
241942, 4, 3
844335, 3, 4
1574630, 3, 5
1491390, 3, 5
128901, 2, 5
220287, 3, 3
473062, 4, 3
2138831, 4, 3
245519, 3, 4
2454724, 3, 3
592387, 3, 4
2090343, 3, 1
2199685, 4, 4
2365140, 2, 4
1110291, 2, 4
1996248, 4, 4
2502403, 2, 3
2593651, 4, 4
324253, 4, 5
255960, 1, 2
2644762, 3, 5
2031801, 2, 4
929431, 3, 3
848926, 4, 4
1523894, 2, 3
1846055, 1, 3
2064424, 3, 3
2625649, 3, 3
2345785, 3, 5
151330, 3, 1
583284, 2, 5
1478507, 4, 4
243619, 4, 3
1473666, 4, 5
1223807, 3, 4
2642389, 3, 3
187154, 4, 4
1163948, 2, 4
2497996, 4, 2
1908434, 4, 4
1824787, 2, 3
2290978, 4, 4
1634107, 4, 4
582815, 2, 4
577958, 4, 4
2561218, 5, 4
2388645, 2, 3
1812657, 4, 3
915816, 4, 5
2059274, 3, 5
863479, 2, 4
1903588, 4, 5
1996348, 3, 4
324728, 3, 4
493408, 3, 4
2573753, 4, 5
1736800, 4, 4
682695, 3, 5
2144037, 4, 4
2308030, 3, 4
1762966, 4, 3
2511310, 1, 5
666645, 3, 4
2138495, 4, 4
966140, 4, 3
397815, 4, 3
645921, 3, 4
400385, 4, 5
2397359, 4, 4
2479917, 2, 3
1633923, 4, 4
2503994, 3, 4
1233312, 3, 3
950261, 2, 4
1632068, 4, 5
2054954, 3, 2
1240267, 3, 5
165247, 5, 5
1939384, 3, 4
2132385, 3, 5
1969945, 3, 3
1114552, 1, 3
428610, 2, 5
2467365, 2, 4
1882379, 3, 4
109541, 3, 5
2139217, 3, 4
2469190, 3, 4
1384585, 3, 4
280795, 3, 4
198459, 3, 5
1287631, 4, 2
1134580, 1, 4
325732, 4, 4
1898932, 3, 3
48630, 3, 4
1889176, 4, 5
1121060, 4, 5
367800, 3, 5
896462, 4, 4
947134, 4, 4
909111, 3, 4
1560186, 4, 5
2573207, 5, 5
1045352, 1, 4
680979, 2, 3
918750, 3, 3
2378999, 3, 4
1395849, 3, 4
517358, 3, 3
1171283, 3, 4
890310, 2, 3
2138160, 4, 4
1497400, 3, 3
2057298, 3, 4
1750738, 3, 4
1993440, 3, 3
2601205, 3, 3
980619, 3, 3
2072762, 3, 3
2232915, 2, 3
2586843, 4, 3
1777133, 2, 3
2566956, 4, 4
1072929, 3, 3
1877238, 2, 4
281016, 3, 3
1872933, 2, 4
2371349, 4, 5
761595, 4, 4
1117550, 4, 4
2101347, 3, 4
2476916, 3, 3
1050698, 3, 3
1564435, 5, 5
1661084, 2, 3
2224741, 4, 4
1294582, 1, 4
2377767, 4, 4
366815, 3, 3
2140422, 4, 5
2627850, 3, 3
1766112, 3, 4
2126215, 2, 4
2549213, 4, 4
2014852, 3, 5
284706, 3, 3
1030718, 1, 4
76048, 3, 2
2407957, 3, 3
1181676, 3, 3
2139458, 4, 4
2402139, 2, 4
1075425, 5, 5
47898, 3, 4
1014141, 5, 5
1628841, 4, 4
2045142, 3, 4
1394426, 4, 3
922632, 4, 3
1483181, 3, 5
905203, 4, 4
1239318, 2, 3
1412075, 3, 4
1963140, 5, 2
562704, 4, 3
736962, 3, 3
461344, 3, 4
1998877, 2, 4
1700811, 4, 4
1926685, 4, 5
2584740, 3, 5
2201487, 2, 5
760399, 4, 5
1412898, 2, 3
1377657, 3, 5
1592205, 3, 4
170487, 3, 4
1148217, 3, 3
57993, 4, 5
1118746, 3, 4
198559, 3, 3
1853781, 3, 4
2061495, 4, 4
2355940, 3, 5
1150125, 3, 3
439922, 3, 5
1015529, 4, 3
1436545, 5, 4
534043, 3, 4
731649, 3, 4
